product_name,actual_price,offer_price,no.of_ratings,reviews,averager_rating,brand,offer_%
Lenovo IdeaPad Slim 5 Co-Pilot PC Snapdragon X Plus,125890,54990,160,24,4.2,Lenovo,56
ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic* Intel Core i3 13th Gen 1315U,56990,40160,236,26,4.4,ASUS,29
Acer Aspire Lite AMD Ryzen 3 Quad Core 5300U,52990,28990,43,7,4.2,Acer,45
Acer Aspire Lite AMD Ryzen 3 Quad Core 5300U,50990,29490,404,42,4.2,Acer,42
DELL 15 Intel Core i3 12th Gen 1215U,48529,34990,204,10,4.3,DELL,27
CHUWI Intel Celeron Dual Core 11th Gen N4020,34990,16990,1505,188,3.7,CHUWI,51
Acer Aspire 3 Intel Celeron Dual Core,33999,17990,923,109,3.8,Acer,47
Acer Swift Go 14 EVO OLED Intel Core i5 13th Gen 13500H,93999,59990,5077,448,4.3,Acer,36
CHUWI Intel Celeron Quad Core 12th Gen N100,34990,17990,505,90,4.1,CHUWI,48
DELL Intel Core i3 13th Gen 1305U,56870,36490,384,33,4.1,DELL,35
Lenovo IdeaPad Slim 3 Intel Core 5 120U,98290,57990,0,0,0.0,Lenovo,41
ASUS Intel Core i3 13th Gen,54999,37599,12,0,3.8,ASUS,31
HP Intel Core i5 12th Gen 1235U,70502,49300,366,19,4.1,HP,30
DELL 15 Intel Core i3 13th Gen 1305U,44527,35990,10,1,3.4,DELL,19
DELL 15 Intel Core i5 12th Gen 1235U,62415,45990,191,6,4.2,DELL,26
MSI Thin 15 Intel Core i5 13th Gen 13420H,94990,82990,13,2,4.6,MSI,12
Lenovo IdeaPad Slim 3 Intel Core i5 13th Gen 13420H,86590,57390,755,49,4.3,Lenovo,33
Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520,16298,9999,12,0,4.0,Lenovo,38
CHUWI Intel Celeron Quad Core 12th Gen N100,34990,17990,505,90,4.1,CHUWI,48
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 13th Gen 1335U",92863,59990,720,38,4.2,DELL,35
HP Laptop Intel Core i3 13th Gen 1315U,50843,37990,456,28,4.2,HP,25
ASUS Vivobook S 15 OLED Intel Core i9 13th Gen 13900H,116990,89990,43,7,3.9,ASUS,23
HP 14s Intel Core i3 12th Gen 1215U,49509,34890,70,4,3.7,HP,29
HP Victus Intel Core i5 13th Gen 13420H,95746,75990,28,1,3.9,HP,20
DELL Intel Core i3 13th Gen 1305U,46027,35990,384,33,4.1,DELL,21
DELL Latitude 3440 (2024) Intel Core i3 12th Gen 1215U,69990,32190,0,0,0.0,DELL,54
HP 15R (2025) Intel Core i3 13th Gen 1315U,85000,34099,20,0,3.7,HP,59
DELL G15 Intel Core i5 13th Gen 13450HX,93021,71990,76,6,4.0,DELL,22
CHUWI Intel Core i3 12th Gen 1220P,44490,24990,35,6,3.7,CHUWI,43
ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U,50990,33990,1533,149,4.3,ASUS,33
HP Laptop Intel Core i3 N305,39995,30490,184,10,4.3,HP,23
HP 15 G9 (2025) AMD Ryzen 3 Dual Core 3250U,52900,29990,53,4,4.2,HP,43
HP MS Office 2024 Intel Core i7 13th Gen 1355U,77507,68990,0,0,0.0,HP,10
Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U,49190,35690,531,41,4.3,Lenovo,27
Acer Aspire Lite AMD Ryzen 7 Octa Core 5700U,68323,39990,278,30,4.0,Acer,41
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 12th Gen 1235U",85751,47999,344,17,4.3,DELL,44
Acer AMD Ryzen 7 Octa Core 5700U,59990,39990,0,0,0.0,Acer,33
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 13th Gen 1334U",73163,54990,720,38,4.2,DELL,24
Lenovo V 15 (2025) Intel Core i5 12th Gen 1235U,90990,44490,5,0,5.0,Lenovo,51
HP MS Office 2024 Intel Core i7 13th Gen 1355U,77507,68990,0,0,0.0,HP,10
Apple 2020 Macbook Air Apple M1,89900,66990,17372,1356,4.7,Apple,25
Acer AMD Ryzen 7 Octa Core 5700U,59990,39990,0,0,0.0,Acer,33
Lenovo IdeaPad Slim 1 Intel Celeron Dual Core N4020,35999,22000,700,46,4.0,Lenovo,38
Acer Swift Go 14 Snapdragon X Plus,108799,59990,216,40,4.3,Acer,44
"ASUS Vivobook 16 (2025), Copilot + PC with Office 2024 + M365 Basic*, AI PC Qualcomm Snapdragon X",84990,65990,41,4,4.0,ASUS,22
Acer Aspire Lite AMD Ryzen 7 Octa Core 5700U,68323,39990,278,30,4.0,Acer,41
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 12th Gen 1235U",85751,47999,344,17,4.3,DELL,44
DELL 15 Intel Core i3 12th Gen 1215U,44861,32990,639,45,4.2,DELL,26
Lenovo IdeaPad Slim 5 Co-Pilot PC Snapdragon X Plus,125890,54990,160,24,4.2,Lenovo,56
Lenovo V 15 (2025) Intel Core i5 12th Gen 1235U,90990,44490,5,0,5.0,Lenovo,51
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 13th Gen 1334U",73163,54890,720,38,4.2,DELL,24
Lenovo IdeaPad 1 AMD Ryzen 3 Dual Core 3250U,54490,33490,1090,94,4.1,Lenovo,38
ASUS VivoBook 14 AMD Ryzen 5 Quad Core AMD R5-3500U,57999,37999,641,49,4.2,ASUS,34
DELL 15 Intel Core i3 12th Gen 1215U,48529,34990,204,10,4.3,DELL,27
CHUWI Intel Celeron Dual Core 11th Gen N4020,34990,16990,1505,188,3.7,CHUWI,51
Lenovo AMD Ryzen 7 Octa Core 7730U,76990,39990,277,30,4.1,Lenovo,48
HP AMD Ryzen 5 Hexa Core 5600H,70060,52590,0,0,0.0,HP,24
CHUWI Intel Celeron Quad Core 12th Gen N100,34990,17990,505,90,4.1,CHUWI,48
HP 250 G9 Intel Celeron Dual Core N4500,27734,23490,47,3,4.1,HP,15
MSI Thin 15 Intel Core i5 12th Gen 12450H,70990,51990,1291,103,4.3,MSI,26
MSI Thin 15 Intel Core i5 12th Gen 12450H,75990,59990,666,63,4.4,MSI,21
Acer One 14 AMD Ryzen 3 Dual Core 3250U,38990,24530,668,68,4.0,Acer,37
Acer Swift Go 14 Snapdragon X Plus,108799,59990,216,40,4.3,Acer,44
"ASUS Vivobook 16 (2025), Copilot + PC with Office 2024 + M365 Basic*, AI PC Qualcomm Snapdragon X",84990,65990,41,4,4.0,ASUS,22
HP Victus Intel Core i5 13th Gen 13420H,87990,71990,35,0,4.3,HP,18
HP Victus 15 Intel Core i5 13th Gen 13420H,92110,69990,1224,79,4.4,HP,24
DELL 15 Intel Core i3 12th Gen 1215U,44861,32990,639,45,4.2,DELL,26
Lenovo IdeaPad Slim 5 Co-Pilot PC Snapdragon X Plus,125890,54990,160,24,4.2,Lenovo,56
HP 15 G9 (2025) AMD Ryzen 3 Dual Core 3250U,50990,29990,4,0,5.0,HP,41
HP 255 G9 Silver AMD Ryzen 5 Hexa Core AMD Ryzen5-5625U,55990,31790,213,17,4.1,HP,43
Acer Predator Helios 16 Intel Core i9 14th Gen 14900HX,256999,234000,9,1,4.4,Acer,8
DELL 15 Intel Core i3 12th Gen 1215U,48529,34990,204,10,4.3,DELL,27
CHUWI Intel Celeron Dual Core 11th Gen N4020,34990,16990,1505,188,3.7,CHUWI,51
CHUWI Intel Celeron Dual Core 11th Gen N4020,39990,18990,1505,188,3.7,CHUWI,52
Acer Predator Helios 16 Intel Core i9 14th Gen 14900HX,199999,184990,9,0,4.6,Acer,7
CHUWI Intel Celeron Quad Core 12th Gen N100,34990,17990,505,90,4.1,CHUWI,48
HP 250 G9 Intel Core i3 12th Gen Intel Core i3 1215U,47554,33200,713,36,4.2,HP,30
ASUS Vivobook GO 15 AMD Ryzen 5 Quad Core 7520U,58990,42990,88,4,4.2,ASUS,27
"ASUS TUF Gaming F15, 90WHrs Battery Intel Core i7 13th Gen 13620H",121990,97990,50,3,4.5,ASUS,19
HP Victus Gaming 15-With Backlit AMD Ryzen 5 Hexa Core R5-5600H,69688,54990,762,55,4.3,HP,21
DELL 15 Intel Core i3 13th Gen 1305U,44527,35990,10,1,3.4,DELL,19
DELL 15 Intel Core i5 12th Gen 1235U,62415,45990,191,6,4.2,DELL,26
Lenovo V 14 (2025) Intel Core i5 12th Gen 1235U,82990,39490,7,1,3.6,Lenovo,52
MSI Thin 15 Intel Core i7 13th Gen 13620H,103990,91990,11,1,4.2,MSI,11
Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520,16298,9999,12,0,4.0,Lenovo,38
CHUWI Intel Celeron Quad Core 12th Gen N100,34990,17990,505,90,4.1,CHUWI,48
Primebook 4G Android based MediaTek MT8788,23990,15490,0,0,0.0,Primebook,35
"ASUS Vivobook S 15 OLED Powered Copilot + , AI PC Snapdragon X Elite",146990,94990,28,2,4.2,ASUS,35
Lenovo IdeaPad Slim 5 WUXGA IPS AI PC Intel Core Ultra 5 125H,103790,69990,377,48,4.1,Lenovo,32
Lenovo IdeaPad Slim 3 AMD Ryzen 3 Quad Core 7320U,49990,32509,16,1,4.0,Lenovo,34
HP Victus Intel Core i5 13th Gen 13420H,95746,75990,28,1,3.9,HP,20
DELL G15 Intel Core i5 13th Gen 13450HX,93021,71990,76,6,4.0,DELL,22
ASUS Vivobook 15 Intel Core 5 120U,79999,58599,0,0,0.0,ASUS,26
ASUS AMD Ryzen 3 Quad Core,50990,31490,0,0,0.0,ASUS,38
CHUWI Intel Core i3 12th Gen 1220P,44490,24990,35,6,3.7,CHUWI,43
Lenovo IdeaPad Slim 5 AI PC Intel Core Ultra 5 125H,107690,75990,377,48,4.1,Lenovo,29
HP AMD Athlon Dual Core,50648,23500,1002,67,4.1,HP,53
Lenovo IdeaPad Slim 5 2.5K IPS Intel Core i5 13th Gen 13500H,107690,73490,519,63,4.2,Lenovo,31
"ASUS Vivobook 16 (2025), Copilot + PC with Office 2024 + M365 Basic*, AI PC Qualcomm Snapdragon X",84990,65990,41,4,4.0,ASUS,22
MSI Intel Core i7 12th Gen 1255U,64990,43990,0,0,0.0,MSI,32
HP AMD Ryzen 5 Hexa Core 5600H,70060,52590,0,0,0.0,HP,24
Lenovo V14 Intel Core i5 12th Gen 1235U,46500,41499,935,65,4.1,Lenovo,10
GIGABYTE G6X 9KG-43IN854SH Intel Core i7 13th Gen G Series,175000,84990,3,1,5.0,GIGABYTE,51
HP 15 G9 (2025) AMD Ryzen 3 Dual Core 3250U,50299,29900,4,0,5.0,HP,40
Acer Predator Helios Neo 16 Intel Core i7 14th Gen 14700HX,142999,104990,182,27,4.4,Acer,26
MSI Thin 15 Intel Core i5 12th Gen 12450H,70990,55990,1291,103,4.3,MSI,21
HP Victus Gaming 15-With Backlit AMD Ryzen 5 Hexa Core R5-5600H,69688,54990,762,55,4.3,HP,21
"ASUS Vivobook 16 (2025), Copilot + PC with Office 2024 + M365 Basic*, AI PC Qualcomm Snapdragon X",84990,65990,41,4,4.0,ASUS,22
Lenovo IdeaPad Slim 5 WUXGA OLED AI PC Intel Core Ultra 5 125H,101090,76990,332,38,4.1,Lenovo,23
MOTOROLA Motobook 60 Full Metal Intel Core 7 (Series 2) 240H,110490,78990,36,7,4.3,MOTOROLA,28
Acer Swift Go 14 Snapdragon X Plus,108799,59990,216,40,4.3,Acer,44
"ASUS Vivobook 16 (2025), Copilot + PC with Office 2024 + M365 Basic*, AI PC Qualcomm Snapdragon X",84990,65990,41,4,4.0,ASUS,22
Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U,55190,35900,1781,98,4.2,Lenovo,34
"ASUS TUF Gaming F15, 90WHrs Battery Intel Core i7 13th Gen 13620H",131990,99990,87,7,4.1,ASUS,24
DELL 15 Intel Core i3 12th Gen 1215U,44861,32990,639,45,4.2,DELL,26
Lenovo IdeaPad Slim 5 Co-Pilot PC Snapdragon X Plus,125890,54990,160,24,4.2,Lenovo,56
DELL 15 Intel Core i5 13th Gen 1334U,62415,50990,3,1,4.0,DELL,18
ASUS Vivobook 16 (2025) with Office 2024 + M365 Basic* Intel Core i5 13th Gen 13420H,72990,57889,0,0,0.0,ASUS,20
MSI Thin 15 Intel Core i7 12th Gen 12650H,83990,62990,149,14,4.1,MSI,25
Infinix ZEROBOOK 13 Intel Core i5 13th Gen 13500H,79990,44990,575,91,4.1,Infinix,43
"ASUS Vivobook S 15 OLED Powered Copilot + , AI PC Snapdragon X Elite",146990,94990,28,2,4.2,ASUS,35
DELL 15 Intel Core i3 12th Gen 1215U,48529,34990,204,10,4.3,DELL,27
Lenovo IdeaPad Flex 5 Intel Core i5 12th Gen 1235U,111190,84402,24,3,4.0,Lenovo,24
HP 15s AMD Athlon Dual Core 3050U,35170,29700,3953,292,4.1,HP,15
CHUWI Intel Celeron Dual Core 11th Gen N4020,34990,16990,1505,188,3.7,CHUWI,51
CHUWI Intel Celeron Quad Core 12th Gen N100,34990,17990,505,90,4.1,CHUWI,48
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen 1215U",54990,35990,6315,473,4.3,ASUS,34
HP 250R G9 Intel Core i3 13th Gen 1315U,50990,32200,192,15,4.2,HP,36
Lenovo IdeaPad Flex 5 AMD Ryzen 7 Octa Core 5700U,99000,68499,74,8,4.2,Lenovo,30
Lenovo IdeaPad Slim 3 Backlit Intel Core i5 12th Gen 12450H,75000,52499,699,51,4.2,Lenovo,30
DELL 15 Intel Core i5 12th Gen 1235U,62415,45990,191,6,4.2,DELL,26
Lenovo V 15 (2025) Intel Core i3 12th Gen 1215U,94990,33990,0,0,0.0,Lenovo,64
Infinix ZERO BOOK Series Intel Core i5 12th Gen 12500H,79990,51999,129,23,4.2,Infinix,34
Acer Swift Go 14 Snapdragon X Plus,108799,59990,216,40,4.3,Acer,44
"ASUS Vivobook 16 (2025), Copilot + PC with Office 2024 + M365 Basic*, AI PC Qualcomm Snapdragon X",84990,65990,41,4,4.0,ASUS,22
"ASUS Zenbook 14 OLED (2025) with Office 2024 + M365 Basic*, AI PC Intel Core Ultra 5 225H",135990,112990,4,0,5.0,ASUS,16
Infinix ZERO BOOK ULTRA Series Laptop Intel Intel Core i9 12th Gen 12900H,129990,72999,66,12,4.2,Infinix,43
HP Intel Core i5 13th Gen 1334U,70502,52899,22,0,3.9,HP,24
Lenovo ThinkBook 15 G4 Intel Core i5 12th Gen 1235U,102240,42990,188,18,4.1,Lenovo,57
DELL 15 Intel Core i3 12th Gen 1215U,44861,32990,639,45,4.2,DELL,26
Lenovo IdeaPad Slim 5 Co-Pilot PC Snapdragon X Plus,125890,54990,160,24,4.2,Lenovo,56
HP 14s Intel Core i3 11th Gen,43595,37999,1596,196,4.3,HP,12
ASUS Expertbook P5 full metal AI PC Intel Core Ultra 5 226V,179990,94990,4,1,4.8,ASUS,47
DELL 15 Intel Core i3 12th Gen 1215U,48529,34990,204,10,4.3,DELL,27
CHUWI Intel Celeron Dual Core 11th Gen N4020,34990,16990,1505,188,3.7,CHUWI,51
HP Intel Core i5 13th Gen,91615,69990,52,2,4.5,HP,23
HP Victus AMD Ryzen 5 Hexa Core,89000,63499,3,1,2.3,HP,28
Lenovo IdeaPad Slim 5 Intel Core i5 12th Gen 12450H,72990,57990,399,32,4.2,Lenovo,20
ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U,50990,33990,1533,149,4.3,ASUS,33
CHUWI Intel Celeron Quad Core 12th Gen N100,34990,17990,505,90,4.1,CHUWI,48
Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U,53000,39999,2901,210,4.1,Acer,24
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS,119990,99990,62,6,4.6,ASUS,16
DELL 15 Intel Core i3 13th Gen 1305U,44527,35990,10,1,3.4,DELL,19
DELL 15 Intel Core i5 12th Gen 1235U,62415,45990,191,6,4.2,DELL,26
"ASUS Gaming V16 (2025) with Office 2024 + M365 Basic*, AI PC Intel Core 5 210H",86990,84990,7,2,4.9,ASUS,2
Lenovo IdeaPad Slim 3 Intel Core i3 13th Gen 1305U,56490,39990,70,9,4.1,Lenovo,29
ASUS AMD Ryzen 5 Quad Core,62990,37990,35,1,4.1,ASUS,39
Acer Aspire 7 Intel Core i5 12th Gen 12450H,84999,52990,2558,207,4.2,Acer,37
Acer Swift Go 14 Snapdragon X Plus,108799,59990,216,40,4.3,Acer,44
"ASUS Vivobook 16 (2025), Copilot + PC with Office 2024 + M365 Basic*, AI PC Qualcomm Snapdragon X",84990,65990,41,4,4.0,ASUS,22
MSI Thin 15 Intel Core i5 12th Gen 12450H,87990,77990,0,0,0.0,MSI,11
MSI GF63 Intel Core i7 12th Gen 12650H,111990,82999,139,11,4.3,MSI,25
DELL 15 Intel Core i3 12th Gen 1215U,44861,32990,639,45,4.2,DELL,26
Lenovo IdeaPad Slim 5 Co-Pilot PC Snapdragon X Plus,125890,54990,160,24,4.2,Lenovo,56
ASUS Vivobook S 15 OLED Intel Core i9 13th Gen 13900H,134990,99990,83,4,4.4,ASUS,25
MSI GF63 Intel Core i5 12th Gen 12450H,94990,50999,58,6,4.4,MSI,46
Infinix ZERO BOOK Series Laptop Intel Intel Core i7 12th Gen 12700H,99990,58999,28,6,3.7,Infinix,40
Lenovo Legion Go AMD Ryzen Z1 Extreme,125890,69990,36,7,4.8,Lenovo,44
DELL 15 Intel Core i3 12th Gen 1215U,48529,34990,204,10,4.3,DELL,27
CHUWI Intel Celeron Dual Core 11th Gen N4020,34990,16990,1505,188,3.7,CHUWI,51
Acer Aspire 5 Backlit Intel Core i5 13th Gen 1335U,69990,51990,28,3,4.0,Acer,25
Ultimus Neo Intel Core i3 10th Gen Neo,35999,21990,9,2,4.2,Ultimus,38
CHUWI Intel Celeron Quad Core 12th Gen N100,34990,17990,505,90,4.1,CHUWI,48
HP Pavilion 15 FHD Display AMD Ryzen 5 Hexa Core 7530U,58841,41999,1036,103,4.3,HP,28
Avita Liber E Intel Core i3 12th Gen 1215U,59980,25990,24,8,3.4,Avita,56
DELL 15 AMD Ryzen 5 Quad Core 7520U,48982,39490,25,2,4.3,DELL,19
Apple 2020 Macbook Air Apple M1,109900,102990,921,93,4.7,Apple,6
Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520,16298,9999,12,0,4.0,Lenovo,38
CHUWI Intel Celeron Quad Core 12th Gen N100,34990,17990,505,90,4.1,CHUWI,48
HP G8 AMD Ryzen 5 Hexa Core 5th Gen 5500U,55000,32999,10,1,4.2,HP,40
HP Intel Core i5 13th Gen 1334U,79999,55900,230,15,4.1,HP,30
HP Victus Intel Core i5 13th Gen 13420H,95746,75990,28,1,3.9,HP,20
DELL G15 Intel Core i5 13th Gen 13450HX,93021,71990,76,6,4.0,DELL,22
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i3 12th Gen 1215U",52345,39490,99,11,4.1,DELL,24
Acer Aspire 5 15 Intel Core i5 13th Gen 1335U,69990,50990,3,0,4.7,Acer,27
HP AMD Ryzen 3 Dual Core,32990,29890,0,0,0.0,HP,9
MSI Intel Core i7 14th Gen 14700HX,196990,174590,0,0,0.0,MSI,11
CHUWI Intel Core i3 12th Gen 1220P,44490,24990,35,6,3.7,CHUWI,43
Acer Aspire 5 15 Intel Core i5 13th Gen 1335U,77999,56990,39,3,4.3,Acer,26
Lenovo V15 Intel Core i3 12th Gen 1215U,58187,30499,511,28,4.1,Lenovo,47
HP AMD Ryzen 5 Hexa Core 5500U,48419,36990,345,28,4.4,HP,23
ASUS Vivobook S 15 OLED Intel EVO H-Series Intel Core i5 13th Gen 13500H,89990,79890,14,2,3.9,ASUS,11
HP 15s Intel Core i3 12th Gen 1215U,56260,38999,6980,568,4.2,HP,30
MSI Modern 15 Intel Core i5 12th Gen 1235U,57990,44990,1833,180,4.3,MSI,22
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U,74990,51990,7265,408,4.2,ASUS,30
MSI Modern 15 Intel Core i3 12th Gen 1215U,48990,37990,1703,192,4.3,MSI,22
DELL 15 Intel Core i5 13th Gen 1334U,63416,49750,218,10,4.2,DELL,21
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U,70990,46999,1154,78,4.2,ASUS,33
HP Victus AMD Ryzen 5 Hexa Core,89000,63499,3,1,2.3,HP,28
Acer ALG Intel Core i5 12th Gen 12450H,79990,63990,55,3,4.1,Acer,20
HP 14R (2025) Intel Core i3 13th Gen 1315U,76990,32290,0,0,0.0,HP,58
Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520,16298,9999,12,0,4.0,Lenovo,38
CHUWI Intel Celeron Quad Core 12th Gen N100,34990,17990,505,90,4.1,CHUWI,48
HP 255 G9 840T7PA AMD Athlon Dual Core 3050U,29022,24990,1741,130,4.0,HP,13
HP Intel Core i5 13th Gen 1334U,70502,52899,22,0,3.9,HP,24
Ultimus Pro Intel Celeron Dual Core N4020,35990,15989,252,37,3.3,Ultimus,55
MSI Modern 15 Intel Core i7 12th Gen 1255U,68990,56990,181,21,4.3,MSI,17
HP Victus Intel Core i5 13th Gen 13420H,95746,75990,28,1,3.9,HP,20
CHUWI Intel Core i3 12th Gen 1220P,44490,24990,35,6,3.7,CHUWI,43
MSI Modern 15 Intel Core i7 12th Gen 1255U,66990,54990,181,21,4.3,MSI,17
Lenovo LOQ Intel Core i7 13th Gen 13650HX,135000,112491,299,21,4.3,Lenovo,16
Lenovo Ideapad Intel Core i5 12th Gen 12450H,73322,52400,80,5,4.1,Lenovo,28
HP 15s Intel Core i5 12th Gen 1235U,61990,46490,2292,167,4.3,HP,25
"ASUS Vivobook S 15 OLED Powered, Intel EVO H Series, AI PC Intel Core Ultra 9 185H",152990,119990,4,1,5.0,ASUS,21
HP Intel Intel Core i5 11th Gen 1155G7,59900,49900,3937,276,4.3,HP,16
HP 15 G10 (2025) AMD Athlon Dual Core 7120U,49999,24750,5,1,3.2,HP,50
MSI Modern 14 Intel Core i5 12th Gen 1235U,52990,42990,229,25,4.4,MSI,18
Ultimus Pro Intel Dual Core,24990,11990,0,0,0.0,Ultimus,52
MSI Modern 15 Intel Core i3 12th Gen 1215U,48990,37990,102,10,4.1,MSI,22
MSI AMD Ryzen 5 Hexa Core 7535HS,81990,64990,0,0,0.0,MSI,20
MSI AMD Ryzen 5 Hexa Core 7535HS,75990,56990,0,0,0.0,MSI,25
HP 14R (2025) Intel Core i3 13th Gen 1315U,82000,43800,0,0,0.0,HP,46
HP 15s AMD Ryzen 3 Quad Core 5300U,44466,30500,302,46,4.3,HP,31
Acer Aspire 5 15 Intel Core i3 13th Gen 1305U,50990,39990,16,1,3.9,Acer,21
Lenovo IdeaPad Slim 3 Intel Core i3 13th Gen 1305U,69990,39490,134,12,4.1,Lenovo,43
Acer Aspire 3 Backlit Intel Core i3 12th Gen 1215U,44000,31990,211,21,4.2,Acer,27
Acer Swift Go 14 Snapdragon X Plus,108799,59990,216,40,4.3,Acer,44
"ASUS Vivobook 16 (2025), Copilot + PC with Office 2024 + M365 Basic*, AI PC Qualcomm Snapdragon X",84990,65990,41,4,4.0,ASUS,22
MOTOROLA Motobook 60 Full Metal Intel Core 7 (Series 2) 240H,104890,74990,36,7,4.3,MOTOROLA,28
Lenovo V14 Intel Core i5 11th Gen 1135G7,63500,41000,18,1,4.2,Lenovo,35
DELL 15 Intel Core i3 12th Gen 1215U,44861,32990,639,45,4.2,DELL,26
Lenovo IdeaPad Slim 5 Co-Pilot PC Snapdragon X Plus,125890,54990,160,24,4.2,Lenovo,56
